country_region_numeric,country_region,country_agg,region_agg,region_id,shape_from,description
630,Cape Verde ~ Sal,Cape Verde,Sal,CPV.11_1,GID_1,
631,Cape Verde ~ Santa Catarina (Cape Verde),Cape Verde,Santa Catarina (Cape Verde),CPV.12_1,GID_1,
632,Cape Verde ~ Santa Catarina do Fogo,Cape Verde,Santa Catarina do Fogo,CPV.13_1,GID_1,
633,Cape Verde ~ Santa Cruz (Cape Verde),Cape Verde,Santa Cruz (Cape Verde),CPV.14_1,GID_1,
634,Cape Verde ~ São Domingos,Cape Verde,São Domingos,CPV.15_1,GID_1,
635,Cape Verde ~ São Filipe,Cape Verde,São Filipe,CPV.16_1,GID_1,
636,Cape Verde ~ São Lourenço dos Órgãos,Cape Verde,São Lourenço dos Órgãos,CPV.17_1,GID_1,
637,Cape Verde ~ São Miguel,Cape Verde,São Miguel,CPV.18_1,GID_1,
638,Cape Verde ~ São Salvador do Mundo,Cape Verde,São Salvador do Mundo,CPV.19_1,GID_1,
639,Cape Verde ~ São Vicente,Cape Verde,São Vicente,CPV.20_1,GID_1,
640,Cape Verde ~ Tarrafal,Cape Verde,Tarrafal,CPV.21_1,GID_1,
641,Cape Verde ~ Tarrafal de São Nicolau,Cape Verde,Tarrafal de São Nicolau,CPV.22_1,GID_1,
642,Cayman Islands,Cayman Islands,,CYM,GID_0,
643,Cayman Islands ~ Bodden Town,Cayman Islands,Bodden Town,CYM.1_1,GID_1,
644,Cayman Islands ~ Cayman Brac,Cayman Islands,Cayman Brac,CYM.2_1,GID_1,
645,Cayman Islands ~ East End,Cayman Islands,East End,CYM.3_1,GID_1,
646,Cayman Islands ~ George Town,Cayman Islands,George Town,CYM.4_1,GID_1,
647,Cayman Islands ~ Little Cayman,Cayman Islands,Little Cayman,CYM.5_1,GID_1,
648,Cayman Islands ~ North Side,Cayman Islands,North Side,CYM.6_1,GID_1,
649,Cayman Islands ~ West Bay,Cayman Islands,West Bay,CYM.7_1,GID_1,
650,Central African Republic,Central African Republic,,CAF,GID_0,
651,Central African Republic ~ Bamingui-Bangoran,Central African Republic,Bamingui-Bangoran,CAF.1_1,GID_1,
652,Central African Republic ~ Bangui,Central African Republic,Bangui,CAF.2_1,GID_1,
653,Central African Republic ~ Basse-Kotto,Central African Republic,Basse-Kotto,CAF.3_1,GID_1,
654,Central African Republic ~ Haut-Mbomou,Central African Republic,Haut-Mbomou,CAF.4_1,GID_1,
655,Central African Republic ~ Haute-Kotto,Central African Republic,Haute-Kotto,CAF.5_1,GID_1,
656,Central African Republic ~ Kémo,Central African Republic,Kémo,CAF.6_1,GID_1,
657,Central African Republic ~ Lobaye,Central African Republic,Lobaye,CAF.7_1,GID_1,
658,Central African Republic ~ Mambéré-Kadéï,Central African Republic,Mambéré-Kadéï,CAF.8_1,GID_1,
659,Central African Republic ~ Mbomou,Central African Republic,Mbomou,CAF.9_1,GID_1,
660,Central African Republic ~ Nana-Grébizi,Central African Republic,Nana-Grébizi,CAF.10_1,GID_1,
661,Central African Republic ~ Nana-Mambéré,Central African Republic,Nana-Mambéré,CAF.11_1,GID_1,
662,Central African Republic ~ Ombella-M'Poko,Central African Republic,Ombella-M'Poko,CAF.12_1,GID_1,
663,Central African Republic ~ Ouaka,Central African Republic,Ouaka,CAF.13_1,GID_1,
664,Central African Republic ~ Ouham,Central African Republic,Ouham,CAF.15_1,GID_1,
665,Central African Republic ~ Ouham-Pendé,Central African Republic,Ouham-Pendé,CAF.14_1,GID_1,
666,Central African Republic ~ Sangha-Mbaéré,Central African Republic,Sangha-Mbaéré,CAF.16_1,GID_1,
667,Central African Republic ~ Vakaga,Central African Republic,Vakaga,CAF.17_1,GID_1,
668,Chad,Chad,,TCD,GID_0,
669,Chad ~ Barh el Ghazel,Chad,Barh el Ghazel,TCD.1_1,GID_1,
670,Chad ~ Batha,Chad,Batha,TCD.2_1,GID_1,
671,Chad ~ Borkou,Chad,Borkou,TCD.3_1,GID_1,
672,Chad ~ Chari-Baguirmi,Chad,Chari-Baguirmi,TCD.4_1,GID_1,
673,Chad ~ Ennedi Est,Chad,Ennedi Est,TCD.5_1,GID_1,
674,Chad ~ Ennedi Ouest,Chad,Ennedi Ouest,TCD.6_1,GID_1,
675,Chad ~ Guéra,Chad,Guéra,TCD.7_1,GID_1,
676,Chad ~ Hadjer-Lamis,Chad,Hadjer-Lamis,TCD.8_1,GID_1,
677,Chad ~ Kanem,Chad,Kanem,TCD.9_1,GID_1,
678,Chad ~ Lac,Chad,Lac,TCD.10_1,GID_1,
679,Chad ~ Logone Occidental,Chad,Logone Occidental,TCD.11_1,GID_1,
680,Chad ~ Logone Oriental,Chad,Logone Oriental,TCD.12_1,GID_1,
681,Chad ~ Mandoul,Chad,Mandoul,TCD.13_1,GID_1,
682,Chad ~ Mayo-Kebbi Est,Chad,Mayo-Kebbi Est,TCD.14_1,GID_1,
683,Chad ~ Mayo-Kebbi Ouest,Chad,Mayo-Kebbi Ouest,TCD.15_1,GID_1,
684,Chad ~ Moyen-Chari,Chad,Moyen-Chari,TCD.16_1,GID_1,
685,Chad ~ Ouaddaï,Chad,Ouaddaï,TCD.17_1,GID_1,
686,Chad ~ Salamat,Chad,Salamat,TCD.18_1,GID_1,
687,Chad ~ Sila,Chad,Sila,TCD.19_1,GID_1,
688,Chad ~ Tandjilé,Chad,Tandjilé,TCD.20_1,GID_1,
689,Chad ~ Tibesti,Chad,Tibesti,TCD.21_1,GID_1,
690,Chad ~ Ville de N'Djamena,Chad,Ville de N'Djamena,TCD.22_1,GID_1,
691,Chad ~ Wadi Fira,Chad,Wadi Fira,TCD.23_1,GID_1,
692,Chile,Chile,,CHL,GID_0,
693,Chile ~ Aisén del General Carlos Ibáñez del Campo,Chile,Aisén del General Carlos Ibáñez del Campo,CHL.1_1,GID_1,
694,Chile ~ Antofagasta,Chile,Antofagasta,CHL.2_1,GID_1,
695,Chile ~ Araucanía,Chile,Araucanía,CHL.3_1,GID_1,
696,Chile ~ Arica y Parinacota,Chile,Arica y Parinacota,CHL.4_1,GID_1,
697,Chile ~ Atacama,Chile,Atacama,CHL.5_1,GID_1,
698,Chile ~ Bío-Bío,Chile,Bío-Bío,CHL.6_1,GID_1,
699,Chile ~ Coquimbo,Chile,Coquimbo,CHL.7_1,GID_1,
700,Chile ~ Libertador General Bernardo O'Higgins,Chile,Libertador General Bernardo O'Higgins,CHL.8_1,GID_1,
701,Chile ~ Los Lagos,Chile,Los Lagos,CHL.9_1,GID_1,
702,Chile ~ Los Ríos,Chile,Los Ríos,CHL.10_1,GID_1,
703,Chile ~ Magallanes y Antártica Chilena,Chile,Magallanes y Antártica Chilena,CHL.11_1,GID_1,
704,Chile ~ Maule,Chile,Maule,CHL.12_1,GID_1,
705,Chile ~ Ñuble,Chile,Ñuble,CHL.13_1,GID_1,
706,Chile ~ Región Metropolitana de Santiago,Chile,Región Metropolitana de Santiago,CHL.14_1,GID_1,
707,Chile ~ Tarapacá,Chile,Tarapacá,CHL.15_1,GID_1,
708,Chile ~ Valparaíso,Chile,Valparaíso,CHL.16_1,GID_1,
709,China,China,,CHN,GID_0,
710,China ~ China,China,China,CHN,GID_0,
711,Christmas Island,Christmas Island,,CXR,GID_0,
712,Christmas Island ~ Christmas Island (Christmas Island),Christmas Island,Christmas Island (Christmas Island),CXR,GID_0,
713,Cocos (Keeling) Islands,Cocos (Keeling) Islands,,CCK,GID_0,
714,Cocos (Keeling) Islands ~ Cocos (Keeling) Islands (Cocos (Keeling) Islands),Cocos (Keeling) Islands,Cocos (Keeling) Islands (Cocos (Keeling) Islands),CCK,GID_0,
715,Colombia,Colombia,,COL,GID_0,
716,Colombia ~ Amazonas (Colombia),Colombia,Amazonas (Colombia),COL.1_1,GID_1,
717,Colombia ~ Antioquia,Colombia,Antioquia,COL.2_1,GID_1,
718,Colombia ~ Arauca,Colombia,Arauca,COL.3_1,GID_1,
719,Colombia ~ Atlántico,Colombia,Atlántico,COL.4_1,GID_1,
720,"Colombia ~ Bogotá, Distrito Capital",Colombia,"Bogotá, Distrito Capital",COL.14_1,GID_1,
721,Colombia ~ Bolívar (Colombia),Colombia,Bolívar (Colombia),COL.5_1,GID_1,
722,Colombia ~ Boyacá,Colombia,Boyacá,COL.6_1,GID_1,
723,Colombia ~ Caldas,Colombia,Caldas,COL.7_1,GID_1,
724,Colombia ~ Caquetá,Colombia,Caquetá,COL.8_1,GID_1,
725,Colombia ~ Casanare,Colombia,Casanare,COL.9_1,GID_1,
726,Colombia ~ Cauca,Colombia,Cauca,COL.10_1,GID_1,
