country_region_numeric,country_region,country_agg,region_agg,region_id,shape_from,description
2064,Mongolia ~ Bulgan,Mongolia,Bulgan,MNG.4_1,GID_1,
2065,Mongolia ~ Darhan-Uul,Mongolia,Darhan-Uul,MNG.5_1,GID_1,
2066,Mongolia ~ Dornod,Mongolia,Dornod,MNG.6_1,GID_1,
2067,Mongolia ~ Dornogovi,Mongolia,Dornogovi,MNG.7_1,GID_1,
2068,Mongolia ~ Dundgovi,Mongolia,Dundgovi,MNG.8_1,GID_1,
2069,Mongolia ~ Dzavhan,Mongolia,Dzavhan,MNG.9_1,GID_1,
2070,Mongolia ~ Govi-Altay,Mongolia,Govi-Altay,MNG.10_1,GID_1,
2071,Mongolia ~ Govisümber,Mongolia,Govisümber,MNG.11_1,GID_1,
2072,Mongolia ~ Hentiy,Mongolia,Hentiy,MNG.12_1,GID_1,
2073,Mongolia ~ Hovd,Mongolia,Hovd,MNG.13_1,GID_1,
2074,Mongolia ~ Hövsgöl,Mongolia,Hövsgöl,MNG.14_1,GID_1,
2075,Mongolia ~ Mongolia,Mongolia,Mongolia,MNG,GID_0,This is a country
2076,Mongolia ~ Ömnögovi,Mongolia,Ömnögovi,MNG.15_1,GID_1,
2077,Mongolia ~ Orhon,Mongolia,Orhon,MNG.16_1,GID_1,
2078,Mongolia ~ Övörhangay,Mongolia,Övörhangay,MNG.17_1,GID_1,
2079,Mongolia ~ Selenge,Mongolia,Selenge,MNG.18_1,GID_1,
2080,Mongolia ~ Sühbaatar,Mongolia,Sühbaatar,MNG.19_1,GID_1,
2081,Mongolia ~ Töv,Mongolia,Töv,MNG.20_1,GID_1,
2082,Mongolia ~ Ulaanbaatar,Mongolia,Ulaanbaatar,MNG.21_1,GID_1,
2083,Mongolia ~ Uvs,Mongolia,Uvs,MNG.22_1,GID_1,
2084,Montenegro,Montenegro,,MNE,GID_0,
2085,Montenegro ~ Andrijevica,Montenegro,Andrijevica,MNE.1_1,GID_1,
2086,Montenegro ~ Bar,Montenegro,Bar,MNE.2_1,GID_1,
2087,Montenegro ~ Berane,Montenegro,Berane,MNE.3_1,GID_1,
2088,Montenegro ~ Bijelo Polje,Montenegro,Bijelo Polje,MNE.4_1,GID_1,
2089,Montenegro ~ Budva,Montenegro,Budva,MNE.5_1,GID_1,
2090,Montenegro ~ Cetinje,Montenegro,Cetinje,MNE.6_1,GID_1,
2091,Montenegro ~ Danilovgrad,Montenegro,Danilovgrad,MNE.7_1,GID_1,
2092,Montenegro ~ Gusinje,Montenegro,Gusinje,7460668,OSM,
2093,Montenegro ~ Herceg Novi,Montenegro,Herceg Novi,MNE.8_1,GID_1,
2094,Montenegro ~ Kolašin,Montenegro,Kolašin,MNE.9_1,GID_1,
2095,Montenegro ~ Kotor,Montenegro,Kotor,MNE.10_1,GID_1,
2096,Montenegro ~ Mojkovac,Montenegro,Mojkovac,MNE.11_1,GID_1,
2097,Montenegro ~ Nikšic,Montenegro,Nikšic,MNE.12_1,GID_1,
2098,Montenegro ~ Petnjica,Montenegro,Petnjica,7463938,OSM,
2099,Montenegro ~ Plav,Montenegro,Plav,MNE.13_1,GID_1,
2100,Montenegro ~ Pljevlja,Montenegro,Pljevlja,MNE.14_1,GID_1,
2101,Montenegro ~ Plužine,Montenegro,Plužine,MNE.15_1,GID_1,
2102,Montenegro ~ Podgorica,Montenegro,Podgorica,MNE.16_1,GID_1,
2103,Montenegro ~ Rožaje,Montenegro,Rožaje,MNE.17_1,GID_1,
2104,Montenegro ~ Šavnik,Montenegro,Šavnik,MNE.18_1,GID_1,
2105,Montenegro ~ Tivat,Montenegro,Tivat,MNE.19_1,GID_1,
2106,Montenegro ~ Tuzi,Montenegro,Tuzi,10141812,OSM,
2107,Montenegro ~ Ulcinj,Montenegro,Ulcinj,MNE.20_1,GID_1,
2108,Montenegro ~ Žabljak,Montenegro,Žabljak,MNE.21_1,GID_1,
2109,Montserrat,Montserrat,,MSR,GID_0,
2110,Montserrat ~ Saint Anthon,Montserrat,Saint Anthon,MSR.1_1,GID_1,
2111,Montserrat ~ Saint Georges,Montserrat,Saint Georges,MSR.2_1,GID_1,
2112,Montserrat ~ Saint Peter (Montserrat),Montserrat,Saint Peter (Montserrat),MSR.3_1,GID_1,
2113,Morocco,Morocco,,MAR,GID_0,
2114,Morocco ~ Béni Mellal-Khénifra,Morocco,Béni Mellal-Khénifra,4734547,OSM,
2115,Morocco ~ Casablanca-Settat,Morocco,Casablanca-Settat,2424085,OSM,
2116,Morocco ~ Dakhla-Oued Ed-Dahab,Morocco,Dakhla-Oued Ed-Dahab,3406823,OSM,
2117,Morocco ~ Drâa-Tafilalet,Morocco,Drâa-Tafilalet,2424034,OSM,
2118,Morocco ~ Fès-Meknès,Morocco,Fès-Meknès,4730909,OSM,
2119,Morocco ~ Guelmim-Oued Noun,Morocco,Guelmim-Oued Noun,2424040,OSM,
2120,Morocco ~ Laâyoune-Sakia El Hamra,Morocco,Laâyoune-Sakia El Hamra,2424260,OSM,
2121,Morocco ~ Marrakesh-Safi,Morocco,Marrakesh-Safi,2424086,OSM,
2122,Morocco ~ Oriental,Morocco,Oriental,MAR.10_1,GID_1,
2123,Morocco ~ Rabat-Salé-Kénitra,Morocco,Rabat-Salé-Kénitra,4730737,OSM,
2124,Morocco ~ Souss-Massa,Morocco,Souss-Massa,2424036,OSM,
2125,Morocco ~ Tanger-Tetouan-Al Hoceima,Morocco,Tanger-Tetouan-Al Hoceima,1592819,OSM,
2126,Mozambique,Mozambique,,MOZ,GID_0,
2127,Mozambique ~ Cabo Delgado,Mozambique,Cabo Delgado,MOZ.1_1,GID_1,
2128,Mozambique ~ Gaza (Mozambique),Mozambique,Gaza (Mozambique),MOZ.2_1,GID_1,
2129,Mozambique ~ Inhambane,Mozambique,Inhambane,MOZ.3_1,GID_1,
2130,Mozambique ~ Manica,Mozambique,Manica,MOZ.4_1,GID_1,
2131,Mozambique ~ Maputo,Mozambique,Maputo,MOZ.6_1,GID_1,
2132,Mozambique ~ Maputo City,Mozambique,Maputo City,MOZ.5_1,GID_1,
2133,Mozambique ~ Nampula,Mozambique,Nampula,MOZ.7_1,GID_1,
2134,Mozambique ~ Niassa,Mozambique,Niassa,MOZ.8_1,GID_1,
2135,Mozambique ~ Sofala,Mozambique,Sofala,MOZ.9_1,GID_1,
2136,Mozambique ~ Tete,Mozambique,Tete,MOZ.10_1,GID_1,
2137,Mozambique ~ Zambezia,Mozambique,Zambezia,MOZ.11_1,GID_1,
2138,Myanmar,Myanmar,,MMR,GID_0,
2139,Myanmar ~ Ayeyarwady,Myanmar,Ayeyarwady,MMR.1_1,GID_1,
2140,Myanmar ~ Bago,Myanmar,Bago,MMR.2_1,GID_1,
2141,Myanmar ~ Chin,Myanmar,Chin,MMR.3_1,GID_1,
2142,Myanmar ~ Kachin,Myanmar,Kachin,MMR.4_1,GID_1,
2143,Myanmar ~ Kayah,Myanmar,Kayah,MMR.5_1,GID_1,
2144,Myanmar ~ Kayin,Myanmar,Kayin,MMR.6_1,GID_1,
2145,Myanmar ~ Magway,Myanmar,Magway,MMR.7_1,GID_1,
2146,Myanmar ~ Mandalay,Myanmar,Mandalay,MMR.8_1,GID_1,
2147,Myanmar ~ Mon,Myanmar,Mon,MMR.9_1,GID_1,
2148,Myanmar ~ Naypyitaw,Myanmar,Naypyitaw,MMR.10_1,GID_1,
2149,Myanmar ~ Rakhine,Myanmar,Rakhine,MMR.11_1,GID_1,
2150,Myanmar ~ Sagaing,Myanmar,Sagaing,MMR.12_1,GID_1,
2151,Myanmar ~ Shan,Myanmar,Shan,MMR.13_1,GID_1,
2152,Myanmar ~ Tanintharyi,Myanmar,Tanintharyi,MMR.14_1,GID_1,
2153,Myanmar ~ Yangon,Myanmar,Yangon,MMR.15_1,GID_1,
2154,Namibia,Namibia,,NAM,GID_0,
2155,Namibia ~ Erongo,Namibia,Erongo,NAM.2_1,GID_1,
2156,Namibia ~ Hardap,Namibia,Hardap,NAM.3_1,GID_1,
2157,Namibia ~ Karas,Namibia,Karas,NAM.1_1,GID_1,
2158,Namibia ~ Kavango East,Namibia,Kavango East,3995170,OSM,
2159,Namibia ~ Kavango West,Namibia,Kavango West,3995171,OSM,
2160,Namibia ~ Khomas,Namibia,Khomas,NAM.5_1,GID_1,
2161,Namibia ~ Kunene,Namibia,Kunene,NAM.6_1,GID_1,
2162,Namibia ~ Ohangwena,Namibia,Ohangwena,NAM.7_1,GID_1,
2163,Namibia ~ Omaheke,Namibia,Omaheke,NAM.8_1,GID_1,
2164,Namibia ~ Omusati,Namibia,Omusati,NAM.9_1,GID_1,
2165,Namibia ~ Oshana,Namibia,Oshana,NAM.10_1,GID_1,
2166,Namibia ~ Oshikoto,Namibia,Oshikoto,NAM.11_1,GID_1,
2167,Namibia ~ Otjozondjupa,Namibia,Otjozondjupa,NAM.12_1,GID_1,
2168,Namibia ~ Zambezi,Namibia,Zambezi,NAM.13_1,GID_1,
2169,Nauru,Nauru,,NRU,GID_0,
2170,Nauru ~ Aiwo,Nauru,Aiwo,NRU.1_1,GID_1,
2171,Nauru ~ Anabar,Nauru,Anabar,NRU.2_1,GID_1,
2172,Nauru ~ Anetan,Nauru,Anetan,NRU.3_1,GID_1,
2173,Nauru ~ Anibare,Nauru,Anibare,NRU.4_1,GID_1,
2174,Nauru ~ Baiti,Nauru,Baiti,NRU.5_1,GID_1,
2175,Nauru ~ Boe,Nauru,Boe,NRU.6_1,GID_1,
2176,Nauru ~ Buada,Nauru,Buada,NRU.7_1,GID_1,
2177,Nauru ~ Denigomodu,Nauru,Denigomodu,NRU.8_1,GID_1,
2178,Nauru ~ Ewa,Nauru,Ewa,NRU.9_1,GID_1,
2179,Nauru ~ Ijuw,Nauru,Ijuw,NRU.10_1,GID_1,
2180,Nauru ~ Meneng,Nauru,Meneng,NRU.11_1,GID_1,
2181,Nauru ~ Nibok,Nauru,Nibok,NRU.12_1,GID_1,
2182,Nauru ~ Uaboe,Nauru,Uaboe,NRU.13_1,GID_1,
2183,Nauru ~ Yaren,Nauru,Yaren,NRU.14_1,GID_1,
2184,Nepal,Nepal,,NPL,GID_0,
2185,Nepal ~ Bagmati Pradesh,Nepal,Bagmati Pradesh,NPL.1_1,GID_1,
2186,Nepal ~ Gandaki Pradesh,Nepal,Gandaki Pradesh,NPL.5_1,GID_1,
2187,Nepal ~ Karnali Pradesh,Nepal,Karnali Pradesh,NPL.4_1,GID_1,
2188,Nepal ~ Province No. 1,Nepal,Province No. 1,NPL.2_1,GID_1,
2189,Nepal ~ Province No. 2,Nepal,Province No. 2,NPL.1_1,GID_1,
2190,Nepal ~ Province No. 5,Nepal,Province No. 5,NPL.4_1,GID_1,
2191,Nepal ~ Sudurpashchim Pradesh,Nepal,Sudurpashchim Pradesh,NPL.3_1,GID_1,
2192,Netherlands,Netherlands,,NLD,GID_0,
2193,Netherlands ~ Drenthe,Netherlands,Drenthe,NLD.1_1,GID_1,
2194,Netherlands ~ Flevoland,Netherlands,Flevoland,NLD.2_1,GID_1,
2195,Netherlands ~ Friesland,Netherlands,Friesland,NLD.3_1,GID_1,
2196,Netherlands ~ Gelderland,Netherlands,Gelderland,NLD.4_1,GID_1,
2197,Netherlands ~ Groningen,Netherlands,Groningen,NLD.5_1,GID_1,
2198,Netherlands ~ Limburg,Netherlands,Limburg,NLD.7_1,GID_1,
2199,Netherlands ~ Noord-Brabant,Netherlands,Noord-Brabant,NLD.8_1,GID_1,
2200,Netherlands ~ Noord-Holland,Netherlands,Noord-Holland,NLD.9_1,GID_1,
2201,Netherlands ~ Overijssel,Netherlands,Overijssel,NLD.10_1,GID_1,
2202,Netherlands ~ Utrecht,Netherlands,Utrecht,NLD.11_1,GID_1,
2203,Netherlands ~ Zeeland,Netherlands,Zeeland,NLD.12_1,GID_1,
2204,Netherlands ~ Zuid-Holland,Netherlands,Zuid-Holland,NLD.14_1,GID_1,
2205,New Caledonia,New Caledonia,,NCL,GID_0,
2206,New Caledonia ~ Îles Loyauté,New Caledonia,Îles Loyauté,NCL.1_1,GID_1,
2207,New Caledonia ~ Nord (New Caledonia),New Caledonia,Nord (New Caledonia),NCL.2_1,GID_1,
2208,New Caledonia ~ Sud (New Caledonia),New Caledonia,Sud (New Caledonia),NCL.3_1,GID_1,
2209,New Zealand,New Zealand,,NZL,GID_0,
2210,New Zealand ~ Auckland,New Zealand,Auckland,NZL.1_1,GID_1,
2211,New Zealand ~ Bay of Plenty,New Zealand,Bay of Plenty,NZL.2_1,GID_1,
2212,New Zealand ~ Canterbury (New Zealand),New Zealand,Canterbury (New Zealand),NZL.3_1,GID_1,
2213,New Zealand ~ Gisborne,New Zealand,Gisborne,NZL.5_1,GID_1,
2214,New Zealand ~ Hawke's Bay,New Zealand,Hawke's Bay,NZL.6_1,GID_1,
2215,New Zealand ~ Manawatu-Wanganui,New Zealand,Manawatu-Wanganui,NZL.7_1,GID_1,
2216,New Zealand ~ Marlborough,New Zealand,Marlborough,NZL.8_1,GID_1,
2217,New Zealand ~ Nelson,New Zealand,Nelson,NZL.9_1,GID_1,
2218,New Zealand ~ Northland,New Zealand,Northland,NZL.11_1,GID_1,
2219,New Zealand ~ Otago,New Zealand,Otago,NZL.12_1,GID_1,
2220,New Zealand ~ Southland,New Zealand,Southland,NZL.14_1,GID_1,
2221,New Zealand ~ Taranaki,New Zealand,Taranaki,NZL.15_1,GID_1,
2222,New Zealand ~ Tasman,New Zealand,Tasman,NZL.16_1,GID_1,
2223,New Zealand ~ Waikato,New Zealand,Waikato,NZL.17_1,GID_1,
2224,New Zealand ~ Wellington,New Zealand,Wellington,NZL.18_1,GID_1,
2225,New Zealand ~ West Coast,New Zealand,West Coast,NZL.19_1,GID_1,
2226,Nicaragua,Nicaragua,,NIC,GID_0,
2227,Nicaragua ~ Atlántico Norte,Nicaragua,Atlántico Norte,NIC.1_1,GID_1,
2228,Nicaragua ~ Atlántico Sur,Nicaragua,Atlántico Sur,NIC.2_1,GID_1,
2229,Nicaragua ~ Boaco,Nicaragua,Boaco,NIC.3_1,GID_1,
2230,Nicaragua ~ Carazo,Nicaragua,Carazo,NIC.4_1,GID_1,
2231,Nicaragua ~ Chinandega,Nicaragua,Chinandega,NIC.5_1,GID_1,
2232,Nicaragua ~ Chontales,Nicaragua,Chontales,NIC.6_1,GID_1,
2233,Nicaragua ~ Estelí,Nicaragua,Estelí,NIC.7_1,GID_1,
2234,Nicaragua ~ Granada,Nicaragua,Granada,NIC.8_1,GID_1,
2235,Nicaragua ~ Jinotega,Nicaragua,Jinotega,NIC.9_1,GID_1,
2236,Nicaragua ~ León,Nicaragua,León,NIC.11_1,GID_1,
2237,Nicaragua ~ Madriz,Nicaragua,Madriz,NIC.12_1,GID_1,
2238,Nicaragua ~ Managua,Nicaragua,Managua,NIC.13_1,GID_1,
2239,Nicaragua ~ Masaya,Nicaragua,Masaya,NIC.14_1,GID_1,
2240,Nicaragua ~ Matagalpa,Nicaragua,Matagalpa,NIC.15_1,GID_1,
2241,Nicaragua ~ Nueva Segovia,Nicaragua,Nueva Segovia,NIC.16_1,GID_1,
2242,Nicaragua ~ Río San Juan,Nicaragua,Río San Juan,NIC.17_1,GID_1,
2243,Nicaragua ~ Rivas,Nicaragua,Rivas,NIC.18_1,GID_1,
2244,Niger,Niger,,NER,GID_0,
2245,Niger ~ Agadez,Niger,Agadez,NER.1_1,GID_1,
2246,Niger ~ Diffa,Niger,Diffa,NER.2_1,GID_1,
2247,Niger ~ Dosso,Niger,Dosso,NER.3_1,GID_1,
2248,Niger ~ Maradi,Niger,Maradi,NER.4_1,GID_1,
2249,Niger ~ Niamey,Niger,Niamey,NER.5_1,GID_1,
2250,Niger ~ Tahoua,Niger,Tahoua,NER.6_1,GID_1,
2251,Niger ~ Tillabéry,Niger,Tillabéry,NER.7_1,GID_1,
2252,Niger ~ Zinder,Niger,Zinder,NER.8_1,GID_1,
2253,Nigeria,Nigeria,,NGA,GID_0,
2254,Nigeria ~ Abia,Nigeria,Abia,NGA.1_1,GID_1,
2255,Nigeria ~ Adamawa,Nigeria,Adamawa,NGA.2_1,GID_1,
2256,Nigeria ~ Akwa Ibom,Nigeria,Akwa Ibom,NGA.3_1,GID_1,
2257,Nigeria ~ Anambra,Nigeria,Anambra,NGA.4_1,GID_1,
2258,Nigeria ~ Bauchi,Nigeria,Bauchi,NGA.5_1,GID_1,
2259,Nigeria ~ Bayelsa,Nigeria,Bayelsa,NGA.6_1,GID_1,
2260,Nigeria ~ Benue,Nigeria,Benue,NGA.7_1,GID_1,
2261,Nigeria ~ Borno,Nigeria,Borno,NGA.8_1,GID_1,
2262,Nigeria ~ Cross River,Nigeria,Cross River,NGA.9_1,GID_1,
2263,Nigeria ~ Delta,Nigeria,Delta,NGA.10_1,GID_1,
2264,Nigeria ~ Ebonyi,Nigeria,Ebonyi,NGA.11_1,GID_1,
2265,Nigeria ~ Edo,Nigeria,Edo,NGA.12_1,GID_1,
2266,Nigeria ~ Ekiti,Nigeria,Ekiti,NGA.13_1,GID_1,
2267,Nigeria ~ Enugu,Nigeria,Enugu,NGA.14_1,GID_1,
2268,Nigeria ~ Federal Capital Territory,Nigeria,Federal Capital Territory,NGA.15_1,GID_1,
2269,Nigeria ~ Gombe,Nigeria,Gombe,NGA.16_1,GID_1,
2270,Nigeria ~ Imo,Nigeria,Imo,NGA.17_1,GID_1,
2271,Nigeria ~ Jigawa,Nigeria,Jigawa,NGA.18_1,GID_1,
2272,Nigeria ~ Kaduna,Nigeria,Kaduna,NGA.19_1,GID_1,
2273,Nigeria ~ Kano,Nigeria,Kano,NGA.20_1,GID_1,
2274,Nigeria ~ Katsina,Nigeria,Katsina,NGA.21_1,GID_1,
2275,Nigeria ~ Kebbi,Nigeria,Kebbi,NGA.22_1,GID_1,
2276,Nigeria ~ Kogi,Nigeria,Kogi,NGA.23_1,GID_1,
2277,Nigeria ~ Kwara,Nigeria,Kwara,NGA.24_1,GID_1,
2278,Nigeria ~ Lagos,Nigeria,Lagos,NGA.25_1,GID_1,
2279,Nigeria ~ Nassarawa,Nigeria,Nassarawa,NGA.26_1,GID_1,
2280,Nigeria ~ Niger,Nigeria,Niger,NGA.27_1,GID_1,
2281,Nigeria ~ Ogun,Nigeria,Ogun,NGA.28_1,GID_1,
2282,Nigeria ~ Ondo,Nigeria,Ondo,NGA.29_1,GID_1,
2283,Nigeria ~ Osun,Nigeria,Osun,NGA.30_1,GID_1,
2284,Nigeria ~ Oyo,Nigeria,Oyo,NGA.31_1,GID_1,
2285,Nigeria ~ Plateau (Nigeria),Nigeria,Plateau (Nigeria),NGA.32_1,GID_1,
2286,Nigeria ~ Rivers,Nigeria,Rivers,NGA.33_1,GID_1,
2287,Nigeria ~ Sokoto,Nigeria,Sokoto,NGA.34_1,GID_1,
2288,Nigeria ~ Taraba,Nigeria,Taraba,NGA.35_1,GID_1,
2289,Nigeria ~ Yobe,Nigeria,Yobe,NGA.36_1,GID_1,
2290,Nigeria ~ Zamfara,Nigeria,Zamfara,NGA.37_1,GID_1,
2291,Niue,Niue,,NIU,GID_0,
2292,Niue ~ Niue,Niue,Niue,NIU,GID_0,
2293,Norfolk Island,Norfolk Island,,NFK,GID_0,
2294,Norfolk Island ~ Norfolk Island (Norfolk Island),Norfolk Island,Norfolk Island (Norfolk Island),NFK,GID_0,
2295,North Korea,North Korea,,PRK,GID_0,
2296,North Korea ~ North Korea,North Korea,North Korea,PRK,GID_0,
2297,Northern Mariana Islands,Northern Mariana Islands,,MNP,GID_0,
2298,Northern Mariana Islands ~ Northern Islands,Northern Mariana Islands,Northern Islands,MNP.1_1,GID_1,
2299,Northern Mariana Islands ~ Rota,Northern Mariana Islands,Rota,MNP.2_1,GID_1,
2300,Northern Mariana Islands ~ Saipan,Northern Mariana Islands,Saipan,MNP.3_1,GID_1,
2301,Northern Mariana Islands ~ Tinian,Northern Mariana Islands,Tinian,MNP.4_1,GID_1,
2302,Norway,Norway,,NOR,GID_0,
2303,Norway ~ Agder,Norway,Agder,42,NOR,https://kartverket.no/api-og-data/grensedata
2304,Norway ~ Innlandet,Norway,Innlandet,34,NOR,
2305,Norway ~ Møre og Romsdal,Norway,Møre og Romsdal,15,NOR,
2306,Norway ~ Nordland,Norway,Nordland,18,NOR,
2307,Norway ~ Oslo,Norway,Oslo,03,NOR,
2308,Norway ~ Rogaland,Norway,Rogaland,11,NOR,
2309,Norway ~ Troms og Finnmark,Norway,Troms og Finnmark,54,NOR,
2310,Norway ~ Trøndelag,Norway,Trøndelag,50,NOR,
2311,Norway ~ Vestfold og Telemark,Norway,Vestfold og Telemark,38,NOR,
2312,Norway ~ Vestland,Norway,Vestland,46,NOR,
2313,Norway ~ Viken,Norway,Viken,30,NOR,
2314,Oman,Oman,,OMN,GID_0,
2315,Oman ~ Ad Dakhliyah,Oman,Ad Dakhliyah,OMN.1_1,GID_1,
2316,Oman ~ Al Batinah North,Oman,Al Batinah North,OMN.2_1,GID_1,
2317,Oman ~ Al Batinah South,Oman,Al Batinah South,OMN.3_1,GID_1,
2318,Oman ~ Al Buraymi,Oman,Al Buraymi,OMN.4_1,GID_1,
2319,Oman ~ Al Dhahira,Oman,Al Dhahira,OMN.5_1,GID_1,
2320,Oman ~ Al Wusta,Oman,Al Wusta,OMN.6_1,GID_1,
2321,Oman ~ Ash Sharqiyah North,Oman,Ash Sharqiyah North,OMN.7_1,GID_1,
2322,Oman ~ Ash Sharqiyah South,Oman,Ash Sharqiyah South,OMN.8_1,GID_1,
2323,Oman ~ Dhofar,Oman,Dhofar,OMN.9_1,GID_1,
2324,Oman ~ Musandam,Oman,Musandam,OMN.10_1,GID_1,
2325,Oman ~ Muscat,Oman,Muscat,OMN.11_1,GID_1,
2326,Pakistan,Pakistan,,PAK,GID_0,
2327,Pakistan ~ AJK (Azad Jammu Kashmir),Pakistan,AJK (Azad Jammu Kashmir),PAK.1_1,GID_1,
2328,Pakistan ~ BA (Balochistan),Pakistan,BA (Balochistan),PAK.2_1,GID_1,
2329,Pakistan ~ GB (Gilgit-Baltistan),Pakistan,GB (Gilgit-Baltistan),PAK.6_1,GID_1,
2330,Pakistan ~ ICT (Islamabad Capital Territory),Pakistan,ICT (Islamabad Capital Territory),PAK.4_1,GID_1,
2331,Pakistan ~ KPK (Khyber Pakhtunkhwa),Pakistan,KPK (Khyber Pakhtunkhwa),PAK.5_1,GID_1,
2332,Pakistan ~ PB (Punjab),Pakistan,PB (Punjab),PAK.7_1,GID_1,
2333,Pakistan ~ SD (Sindh),Pakistan,SD (Sindh),PAK.8_1,GID_1,
2334,Palau,Palau,,PLW,GID_0,
2335,Palau ~ Aimeliik,Palau,Aimeliik,PLW.1_1,GID_1,
2336,Palau ~ Airai,Palau,Airai,PLW.2_1,GID_1,
2337,Palau ~ Angaur,Palau,Angaur,PLW.3_1,GID_1,
2338,Palau ~ Hatohobei,Palau,Hatohobei,PLW.4_1,GID_1,
2339,Palau ~ Kayangel,Palau,Kayangel,PLW.5_1,GID_1,
2340,Palau ~ Koror,Palau,Koror,PLW.6_1,GID_1,
2341,Palau ~ Melekeok,Palau,Melekeok,PLW.7_1,GID_1,
2342,Palau ~ Ngaraard,Palau,Ngaraard,PLW.8_1,GID_1,
2343,Palau ~ Ngarchelong,Palau,Ngarchelong,PLW.9_1,GID_1,
2344,Palau ~ Ngardmau,Palau,Ngardmau,PLW.10_1,GID_1,
2345,Palau ~ Ngatpang,Palau,Ngatpang,PLW.11_1,GID_1,
2346,Palau ~ Ngchesar,Palau,Ngchesar,PLW.12_1,GID_1,
2347,Palau ~ Ngeremlengui,Palau,Ngeremlengui,PLW.13_1,GID_1,
2348,Palau ~ Ngiwal,Palau,Ngiwal,PLW.14_1,GID_1,
2349,Palau ~ Peleliu,Palau,Peleliu,PLW.15_1,GID_1,
2350,Palau ~ Sonsorol,Palau,Sonsorol,PLW.16_1,GID_1,
2351,Palestine,Palestine,,PSE,GID_0,
2352,Palestine ~ Gaza (Palestine),Palestine,Gaza (Palestine),PSE.1_1,GID_1,
2353,Palestine ~ West Bank,Palestine,West Bank,PSE.2_1,GID_1,
2354,Panama,Panama,,PAN,GID_0,
2355,Panama ~ Bocas del Toro,Panama,Bocas del Toro,PAN.1_1,GID_1,
2356,Panama ~ Chiriquí,Panama,Chiriquí,PAN.2_1,GID_1,
2357,Panama ~ Coclé,Panama,Coclé,PAN.3_1,GID_1,
2358,Panama ~ Colón (Panama),Panama,Colón (Panama),PAN.4_1,GID_1,
2359,Panama ~ Darién,Panama,Darién,PAN.5_1,GID_1,
2360,Panama ~ Emberá,Panama,Emberá,PAN.6_1,GID_1,
2361,Panama ~ Herrera,Panama,Herrera,PAN.7_1,GID_1,
2362,Panama ~ Kuna Yala,Panama,Kuna Yala,PAN.8_1,GID_1,
2363,Panama ~ Los Santos,Panama,Los Santos,PAN.9_1,GID_1,
2364,Panama ~ Ngöbe Buglé,Panama,Ngöbe Buglé,PAN.10_1,GID_1,
2365,Panama ~ Panamá,Panama,Panamá,PAN.12_1,GID_1,
2366,Panama ~ Panamá Oeste,Panama,Panamá Oeste,PAN.11_1,GID_1,
2367,Panama ~ Veraguas,Panama,Veraguas,PAN.13_1,GID_1,
2368,Papua New Guinea,Papua New Guinea,,PNG,GID_0,
2369,Papua New Guinea ~ Bougainville,Papua New Guinea,Bougainville,PNG.1_1,GID_1,
2370,Papua New Guinea ~ Central (Papua New Guinea),Papua New Guinea,Central (Papua New Guinea),PNG.2_1,GID_1,
2371,Papua New Guinea ~ Chimbu,Papua New Guinea,Chimbu,PNG.3_1,GID_1,
2372,Papua New Guinea ~ East New Britain,Papua New Guinea,East New Britain,PNG.4_1,GID_1,
2373,Papua New Guinea ~ East Sepik,Papua New Guinea,East Sepik,PNG.5_1,GID_1,
2374,Papua New Guinea ~ Eastern Highlands,Papua New Guinea,Eastern Highlands,PNG.6_1,GID_1,
2375,Papua New Guinea ~ Enga,Papua New Guinea,Enga,PNG.7_1,GID_1,
2376,Papua New Guinea ~ Gulf,Papua New Guinea,Gulf,PNG.8_1,GID_1,
2377,Papua New Guinea ~ Hela,Papua New Guinea,Hela,PNG.9_1,GID_1,
2378,Papua New Guinea ~ Jiwaka,Papua New Guinea,Jiwaka,PNG.10_1,GID_1,
2379,Papua New Guinea ~ Madang,Papua New Guinea,Madang,PNG.11_1,GID_1,
2380,Papua New Guinea ~ Manus,Papua New Guinea,Manus,PNG.12_1,GID_1,
2381,Papua New Guinea ~ Milne Bay,Papua New Guinea,Milne Bay,PNG.13_1,GID_1,
2382,Papua New Guinea ~ Morobe,Papua New Guinea,Morobe,PNG.14_1,GID_1,
2383,Papua New Guinea ~ National Capital District,Papua New Guinea,National Capital District,PNG.15_1,GID_1,
2384,Papua New Guinea ~ New Ireland,Papua New Guinea,New Ireland,PNG.16_1,GID_1,
2385,Papua New Guinea ~ Oro,Papua New Guinea,Oro,PNG.17_1,GID_1,
2386,Papua New Guinea ~ Sandaun,Papua New Guinea,Sandaun,PNG.18_1,GID_1,
2387,Papua New Guinea ~ Southern Highlands,Papua New Guinea,Southern Highlands,PNG.19_1,GID_1,
2388,Papua New Guinea ~ West New Britain,Papua New Guinea,West New Britain,PNG.20_1,GID_1,
2389,Papua New Guinea ~ Western (Papua New Guinea),Papua New Guinea,Western (Papua New Guinea),PNG.22_1,GID_1,
2390,Papua New Guinea ~ Western Highlands,Papua New Guinea,Western Highlands,PNG.21_1,GID_1,
2391,Paraguay,Paraguay,,PRY,GID_0,
2392,Paraguay ~ Alto Paraguay,Paraguay,Alto Paraguay,PRY.1_1,GID_1,
2393,Paraguay ~ Alto Paraná,Paraguay,Alto Paraná,PRY.2_1,GID_1,
2394,Paraguay ~ Amambay,Paraguay,Amambay,PRY.3_1,GID_1,
